iid,counter
1625,"{'3760': 1, '2430': 1, '3089': 1, '1460': 1, '350': 4, '471': 1, '593': 1, '2427': 1, '1459': 2, '110': 1, '231': 1, '111': 1, '474': 3, '1215': 1, '475': 1, '3513': 1, '597': 1, '1213': 1, '2302': 4, '356': 3, '1333': 2, '2542': 2, '1573': 1, '239': 1, '912': 1, '3635': 2, '1219': 1, '10': 1, '11': 1, '16': 4, '17': 2, '1909': 8, '480': 1, '482': 2, '3527': 1, '3526': 1, '364': 1, '123': 1, '1589': 2, '3524': 1, '1345': 1, '125': 1, '1466': 1, '1344': 2, '1464': 2, '2553': 1, '1343': 10, '6': 1, '1584': 1, '800': 7, '3763': 2, '802': 1, '3408': 4, '2318': 1, '22': 1, '25': 1, '1484': 2, '2572': 1, '1120': 1, '2692': 2, '2571': 2, '492': 8, '1358': 2, '377': 1, '1356': 2, '2324': 1, '2687': 1, '257': 1, '2686': 8, '1354': 1, '259': 1, '931': 2, '2321': 3, '1914': 1, '32': 1, '3418': 2, '2329': 1, '39': 1, '3552': 1, '1253': 1, '260': 2, '1370': 1, '261': 1, '1921': 1, '1129': 1, '265': 1, '1127': 1, '2457': 2, '2336': 1, '267': 1, '1246': 1, '2455': 1, '149': 1, '3421': 1, '1805': 7, '41': 1, '1923': 1, '3429': 2, '47': 3, '2353': 1, '1264': 1, '1019': 1, '2108': 1, '2349': 1, '1259': 1, '277': 1, '950': 2, '1015': 1, '2467': 2, '2344': 1, '832': 2, '1012': 1, '3675': 1, '50': 1, '1396': 1, '2000': 3, '280': 1, '1393': 2, '161': 3, '1270': 2, '162': 1, '164': 1, '2118': 1, '288': 1, '1028': 1, '1269': 1, '2599': 1, '3445': 1, '2355': 2, '1387': 2, '1265': 1, '602': 1, '2916': 3, '62': 2, '1704': 2, '608': 3, '3101': 2, '2496': 1, '3100': 1, '3461': 1, '293': 10, '296': 3, '2009': 1, '1711': 3, '2369': 2, '2005': 1, '610': 1, '733': 2, '1034': 1, '1276': 1, '858': 1, '2803': 1, '1834': 3, '180': 1, '3471': 1, '1722': 1, '1721': 1, '861': 1, '1841': 1, '3468': 1, '1840': 1, '1961': 1, '3102': 2, '1287': 1, '866': 3, '1729': 1, '1608': 1, '748': 1, '628': 4, '1845': 5, '2396': 1, '1186': 1, '2391': 4, '1732': 10, '2700': 2, '2028': 3, '2268': 4, '1179': 2, '2024': 1, '3476': 9, '2949': 2, '517': 1, '1741': 1, '3809': 2, '527': 1, '648': 1, '529': 4, '1627': 1, '1748': 1, '2716': 1, '3801': 1, '1747': 1, '2176': 1, '3386': 8, '1086': 4, '3263': 1, '2174': 1, '2052': 1, '3261': 1, '2291': 1, '2841': 2, '2289': 1, '1079': 1, '3135': 1, '3256': 8, '778': 2, '538': 2, '539': 1, '1518': 1, '1639': 6, '1090': 2, '2187': 1, '1097': 1, '2184': 1, '1095': 1, '3273': 2, '1094': 4, '3271': 1, '1092': 4, '780': 1, '781': 1, '1645': 11, '3706': 2, '1644': 1, '300': 1, '1641': 1, '2058': 3, '3147': 4, '306': 1, '1408': 1, '1407': 2, '2858': 2, '2857': 1, '2076': 3, '3044': 5, '2746': 1, '3836': 2, '2624': 1, '431': 1, '2502': 1, '1533': 1, '3039': 1, '1653': 5, '1411': 1, '1892': 10, '678': 1, '319': 1, '2628': 1, '3176': 12, '3175': 3, '3174': 2, '3052': 4, '1304': 1, '441': 1, '2997': 1, '1784': 1, '1783': 1, '3169': 1, '2871': 1, '1661': 1, '1682': 6, '2890': 1, '1680': 1, '3186': 3, '3185': 1, '451': 1, '2889': 1, '454': 5, '1554': 1, '1674': 2, '457': 11, '2762': 3, '215': 2, '337': 1, '2761': 1, '339': 1, '2529': 2, '3735': 1, '2406': 1, '3078': 1, '1569': 1, '3505': 3, '1689': 1, '1446': 1, '223': 1, '1566': 1, '2413': 2, '587': 1, '3622': 1, '1321': 1, '589': 2, '1200': 1, '348': 1, '1683': 1, '2419': 1, '3629': 1, '906': 1}"
1922,"{'2360': 1, '1095': 1, '593': 1, '1228': 1, '2437': 1, '1952': 1, '3359': 1, '862': 1, '1213': 1, '2599': 1, '2731': 1, '589': 1, '745': 1, '318': 1, '912': 1, '50': 1, '1912': 1, '1527': 1, '2858': 1}"
2051,"{'2091': 1, '1011': 1, '2375': 1, '1196': 1, '3175': 1, '2031': 1, '3471': 1, '2470': 1, '590': 1, '2953': 1, '1388': 1, '3114': 1, '3389': 1, '798': 1, '2421': 1, '435': 1, '3674': 1, '50': 1, '2717': 1}"
3246,"{'590': 1, '351': 1, '593': 1, '110': 2, '1699': 2, '1215': 1, '356': 2, '235': 2, '357': 1, '1211': 1, '1694': 1, '913': 1, '919': 1, '1594': 3, '480': 1, '483': 1, '242': 1, '3526': 1, '1': 2, '2797': 1, '1103': 1, '246': 1, '2433': 1, '247': 1, '1584': 3, '800': 1, '923': 1, '25': 1, '1120': 1, '1240': 1, '2571': 1, '493': 2, '373': 1, '497': 1, '1358': 1, '2324': 2, '2687': 1, '2686': 1, '1476': 1, '1233': 1, '930': 1, '3654': 1, '1914': 1, '1912': 1, '3418': 2, '2329': 4, '34': 1, '36': 2, '380': 1, '2580': 1, '262': 2, '141': 1, '3426': 1, '2336': 3, '1243': 2, '3421': 1, '1923': 2, '47': 1, '3682': 1, '3683': 1, '150': 1, '151': 1, '2349': 1, '277': 1, '2589': 1, '279': 1, '1257': 1, '1376': 1, '50': 1, '838': 1, '1393': 1, '161': 1, '2360': 1, '162': 1, '163': 1, '2359': 1, '288': 1, '1269': 1, '3447': 2, '2357': 1, '1267': 1, '3685': 1, '1947': 1, '62': 1, '1704': 2, '1946': 1, '608': 1, '2912': 1, '293': 1, '1954': 3, '971': 2, '3578': 1, '1278': 1, '2124': 1, '3334': 1, '1034': 1, '1719': 2, '858': 1, '1834': 1, '3111': 2, '1175': 1, '1172': 1, '3471': 1, '2139': 1, '1721': 1, '2018': 1, '1961': 1, '1840': 1, '3105': 1, '1960': 1, '1288': 1, '866': 1, '745': 1, '628': 3, '508': 3, '2936': 1, '2813': 1, '2396': 2, '1061': 1, '1060': 1, '2702': 1, '199': 1, '1732': 1, '2700': 1, '2028': 4, '3358': 1, '994': 1, '2268': 4, '3114': 1, '2024': 1, '515': 1, '1198': 1, '3255': 1, '3252': 1, '3129': 1, '2398': 1, '648': 1, '527': 2, '2959': 1, '529': 2, '1747': 1, '3265': 1, '3386': 2, '3263': 1, '3260': 3, '1997': 3, '1873': 3, '412': 1, '3498': 1, '778': 2, '2729': 1, '1639': 2, '2728': 2, '1758': 1, '2067': 1, '1097': 1, '2065': 1, '1095': 1, '1094': 5, '3271': 1, '3270': 1, '3704': 1, '2612': 1, '300': 1, '1643': 1, '2611': 1, '1885': 1, '542': 1, '1883': 1, '3147': 1, '1089': 1, '428': 1, '2739': 1, '3702': 1, '2858': 2, '2736': 1, '2857': 1, '1660': 2, '3163': 1, '2194': 1, '671': 1, '2987': 1, '1414': 1, '2866': 1, '1535': 2, '1897': 1, '431': 2, '1411': 2, '318': 1, '2628': 1, '3296': 1, '1303': 1, '2997': 1, '1300': 1, '1784': 2, '3169': 1, '448': 3, '449': 1, '3723': 2, '1682': 5, '1680': 1, '2890': 2, '1678': 3, '334': 1, '1673': 4, '2762': 1, '1672': 1, '337': 3, '1693': 2, '3502': 1, '223': 3, '1203': 1, '588': 1, '346': 1, '589': 1, '349': 1, '903': 1, '1207': 2}"
3917,"{'3081': 3, '3484': 1, '1261': 1, '1260': 1, '110': 1, '2987': 1, '1974': 1, '3316': 2, '2303': 1, '3719': 1, '3918': 9, '1333': 2, '3510': 1, '1970': 1, '799': 1, '1298': 1, '3476': 1, '3751': 1, '1617': 1, '2826': 1, '1339': 4, '919': 1, '3893': 1, '1275': 1, '1197': 1, '1350': 2, '3450': 2, '481': 1, '3173': 1, '3526': 1, '2118': 2, '2117': 1, '2634': 1, '3327': 1, '2513': 1, '3927': 2, '1544': 2, '1346': 1, '3928': 1, '1785': 1, '1266': 1, '1023': 1, '968': 1, '3409': 1, '3660': 1, '2650': 1, '3538': 1, '253': 2, '1237': 1, '3535': 1, '3578': 2, '532': 1, '1674': 1, '3016': 2, '3499': 1, '2641': 1, '2167': 1, '70': 4, '1717': 1, '3930': 1, '3793': 1, '3033': 1, '1097': 1, '1249': 2, '2657': 2, '266': 1, '3547': 1, '2654': 1, '2377': 1, '2454': 3, '1320': 1, '2134': 1, '427': 1, '1806': 1, '3509': 1, '3745': 1}"
1883,"{'3760': 1, '3088': 1, '1580': 2, '471': 2, '593': 1, '595': 1, '112': 1, '597': 1, '356': 2, '2302': 3, '357': 7, '2542': 1, '910': 1, '916': 1, '1339': 1, '11': 1, '16': 1, '17': 1, '2683': 1, '364': 2, '1': 1, '367': 3, '2797': 1, '1343': 2, '1221': 1, '2318': 1, '2572': 1, '1120': 1, '2571': 1, '2690': 1, '492': 3, '372': 1, '252': 1, '2205': 1, '497': 2, '1357': 1, '2324': 6, '1597': 1, '1354': 1, '2321': 6, '1916': 1, '3655': 1, '1914': 3, '3671': 3, '39': 2, '1132': 1, '2100': 1, '3552': 1, '2581': 1, '144': 1, '1125': 1, '700': 1, '1243': 1, '1923': 7, '708': 2, '45': 1, '2352': 4, '150': 1, '151': 1, '2108': 4, '1810': 1, '155': 1, '832': 1, '2907': 1, '714': 1, '52': 2, '1934': 1, '2109': 1, '57': 1, '1392': 1, '1270': 1, '2359': 1, '1269': 1, '1268': 1, '2355': 4, '3685': 1, '2918': 1, '1948': 1, '2915': 1, '728': 1, '2133': 1, '2375': 1, '3100': 1, '292': 1, '2371': 3, '176': 1, '1279': 1, '2124': 1, '2003': 1, '1719': 1, '858': 2, '2804': 1, '1834': 1, '1297': 1, '180': 1, '1175': 1, '2385': 1, '1171': 3, '3108': 2, '1722': 1, '1963': 1, '1721': 1, '2137': 1, '3105': 1, '3104': 1, '500': 1, '1047': 1, '2134': 1, '628': 1, '84': 1, '3244': 1, '2155': 3, '2395': 1, '1185': 1, '3361': 4, '1183': 1, '2150': 2, '1612': 1, '1611': 1, '2700': 1, '1610': 2, '2028': 1, '3358': 2, '3114': 1, '514': 2, '2706': 1, '1614': 1, '3255': 2, '3253': 2, '2282': 1, '1192': 1, '1500': 5, '3809': 3, '1188': 2, '1748': 2, '1747': 2, '1080': 1, '2295': 1, '3263': 1, '3261': 1, '1082': 2, '2171': 1, '3814': 1, '3138': 1, '2167': 1, '1078': 1, '417': 2, '2729': 1, '1517': 4, '661': 1, '1645': 1, '3948': 1, '300': 1, '1885': 3, '784': 1, '543': 1, '1641': 2, '304': 1, '549': 2, '2858': 1, '2736': 1, '3040': 1, '3160': 1, '2867': 1, '1777': 1, '2866': 1, '551': 2, '1897': 1, '1895': 1, '556': 1, '1892': 1, '3157': 1, '317': 1, '319': 1, '3712': 1, '2080': 1, '3178': 1, '3052': 3, '440': 4, '562': 2, '441': 3, '1425': 1, '1304': 2, '1542': 1, '1784': 3, '448': 1, '1307': 2, '2879': 1, '3060': 2, '1682': 1, '2891': 1, '2770': 1, '2890': 1, '2405': 1, '574': 1, '337': 1, '1569': 1, '342': 2, '101': 1, '1446': 1, '1202': 1, '345': 2, '104': 2, '225': 1, '588': 3, '348': 2, '903': 1, '2539': 1, '1449': 1}"
1331,"{'34': 2, '1341': 1, '1196': 1, '1261': 1, '2160': 1, '2789': 1, '2524': 1, '3018': 1, '1345': 1, '2995': 1, '1982': 1, '2553': 1, '1517': 1, '938': 1, '2967': 1}"
2859,"{'3002': 1, '1220': 1, '2396': 1, '1185': 2, '1217': 1, '595': 1, '750': 1, '1214': 1, '1213': 1, '1212': 1, '910': 1, '1617': 1, '1198': 3, '1197': 1, '1196': 2, '1193': 1, '1192': 2, '2712': 1, '1743': 1, '3007': 1, '2677': 4, '1587': 1, '2313': 1, '1189': 10, '1222': 1, '3521': 1, '769': 1, '2693': 1, '2330': 1, '1361': 2, '1240': 1, '3142': 3, '3814': 1, '1238': 2, '1356': 1, '136': 1, '1234': 1, '3819': 2, '2323': 1, '1199': 2, '1111': 1, '3653': 1, '2729': 1, '3811': 2, '32': 1, '1132': 1, '1252': 1, '1131': 3, '2064': 2, '1095': 1, '1094': 1, '3030': 1, '1248': 1, '541': 1, '1247': 1, '3949': 1, '1123': 1, '549': 4, '3703': 1, '3680': 3, '3683': 1, '1264': 1, '1262': 1, '2194': 1, '3281': 1, '1259': 1, '2501': 1, '1136': 1, '1653': 1, '1256': 1, '951': 1, '3037': 1, '556': 5, '50': 1, '3679': 5, '3176': 1, '1394': 1, '1270': 1, '162': 7, '2997': 1, '3327': 1, '3447': 1, '2512': 1, '2357': 1, '1147': 5, '1300': 1, '1663': 1, '2872': 1, '206': 1, '602': 2, '2917': 2, '1949': 1, '1704': 1, '1307': 2, '3068': 1, '3101': 1, '2891': 1, '3067': 1, '2132': 2, '2010': 1, '1283': 1, '3182': 1, '1797': 1, '971': 1, '1036': 1, '2762': 1, '1310': 2, '1276': 1, '1956': 1, '77': 1, '3077': 1, '2020': 1, '1293': 3, '1050': 1, '3504': 1, '2139': 1, '1962': 1, '3468': 1, '1961': 2, '1289': 1, '3104': 1, '1200': 1, '3741': 1, '903': 1, '1968': 1, '3508': 1, '1449': 1}"
464,"{'1385': 1, '170': 2, '3044': 1, '590': 2, '2193': 1, '2405': 1, '112': 1, '673': 1, '256': 1, '1379': 1, '2105': 1, '653': 1, '2126': 1, '2763': 1, '3257': 1, '1552': 1, '1917': 1, '836': 2, '95': 1, '2628': 1, '1779': 1, '15': 1, '1373': 1, '2121': 1, '1866': 1, '485': 2, '3404': 1, '1544': 1, '168': 1, '1587': 1, '247': 1, '2476': 1, '1320': 2, '107': 1, '547': 1, '1609': 1, '3841': 1, '1608': 1, '329': 1, '608': 1, '1801': 1}"
2485,"{'2111': 1, '2396': 7, '2395': 12, '2670': 1, '150': 1, '550': 1, '2987': 1, '276': 1, '2700': 4, '2942': 1, '3117': 1, '2027': 1, '1894': 1, '237': 1, '3114': 3, '1453': 1, '2025': 1, '3157': 2, '2709': 1, '914': 1, '2683': 1, '3176': 3, '440': 1, '2316': 1, '2558': 2, '364': 1, '1304': 1, '1500': 1, '2116': 1, '2875': 1, '248': 1, '1265': 1, '928': 1, '1363': 1, '2770': 1, '2692': 1, '3185': 2, '2491': 3, '252': 2, '2724': 5, '1513': 5, '497': 1, '377': 1, '3578': 1, '2247': 1, '2841': 4, '378': 1, '258': 1, '2840': 2, '2124': 1, '1398': 1, '2762': 4, '3257': 1, '339': 1, '736': 1, '1517': 1, '1835': 1, '32': 1, '2802': 1, '2100': 1, '380': 2, '2581': 1, '3273': 1, '3031': 1, '1569': 1, '1646': 1, '1888': 1, '2612': 1, '3706': 1, '224': 1, '2335': 1, '2772': 1, '3146': 1, '2978': 1}"
347,"{'45': 1, '3683': 1, '2671': 1, '1095': 1, '1271': 1, '3086': 1, '364': 1, '1213': 1, '1641': 1, '2575': 1, '1397': 1, '645': 1, '82': 1, '858': 1, '2959': 1, '949': 1, '2439': 1}"
2500,"{'2793': 1, '2694': 1, '1482': 1, '1580': 1, '490': 1, '110': 1, '3557': 1, '555': 1, '2541': 1, '216': 1, '2806': 1, '1297': 1, '2144': 1, '180': 1, '380': 1, '2416': 1, '324': 1, '7': 1, '3785': 1, '2918': 1, '1409': 1, '804': 1, '2836': 1, '2539': 1, '708': 1}"
2817,"{'1127': 1, '1566': 1, '1136': 1, '2763': 1, '2334': 1, '457': 1, '1210': 1, '174': 1}"
2864,"{'1910': 1, '166': 1, '364': 1, '1554': 1, '3566': 1, '2289': 1, '1188': 1, '1243': 1, '1241': 1}"
1890,{'1150': 1}
2049,"{'2485': 1, '2690': 3, '3481': 1, '1459': 1, '2856': 1, '2405': 1, '1425': 1, '2316': 1, '2941': 1, '2303': 1, '2622': 1, '2863': 1, '3850': 1, '915': 1}"
1656,"{'377': 1, '1836': 1, '509': 1, '1244': 1, '2208': 1}"
3689,"{'3690': 4, '38': 1, '2383': 1, '1381': 1, '2381': 1, '3646': 1, '1291': 1, '2093': 1}"
2566,"{'671': 1, '1408': 1, '1882': 1, '1967': 1}"
23,"{'2273': 1, '2391': 1, '230': 1, '1876': 1, '432': 1, '2445': 1, '1752': 1, '338': 1, '1917': 1, '3697': 1, '2805': 1, '2605': 1, '1615': 1, '2803': 1, '2683': 1, '260': 1, '185': 1, '1092': 1, '861': 1, '1027': 2, '2676': 1, '3566': 1, '1784': 1, '423': 1, '3005': 1, '2278': 1, '2617': 1, '1604': 1}"
280,"{'47': 2, '1385': 1, '1660': 1, '1580': 2, '1183': 1, '1061': 1, '350': 1, '2349': 1, '474': 1, '1732': 2, '2028': 1, '3435': 1, '3039': 1, '2268': 2, '832': 2, '1573': 1, '635': 1, '94': 1, '57': 1, '1792': 1, '3178': 2, '2561': 2, '3176': 1, '281': 1, '165': 1, '1701': 1, '1589': 1, '288': 2, '2875': 1, '1620': 1, '1422': 1, '2114': 2, '369': 1, '1343': 1, '524': 4, '1584': 1, '647': 1, '329': 1, '802': 1, '527': 1, '62': 1, '805': 1, '1120': 1, '3100': 1, '290': 1, '3186': 1, '3263': 1, '491': 1, '2294': 1, '293': 1, '1876': 1, '1799': 1, '893': 1, '1358': 1, '2688': 1, '454': 9, '335': 1, '1552': 1, '733': 2, '2167': 1, '778': 1, '72': 1, '2180': 1, '2581': 1, '383': 1, '1092': 1, '1921': 1, '1129': 1, '1645': 1, '266': 2, '3706': 1, '3107': 3, '300': 1, '147': 1, '3105': 1, '1686': 1, '1442': 1, '1683': 1, '1729': 1, '507': 2, '1407': 1, '1527': 1, '1801': 1, '1889': 1}"
3623,"{'3082': 2, '3882': 1, '1220': 1, '1580': 1, '590': 1, '593': 2, '3638': 4, '110': 2, '353': 4, '3513': 6, '3512': 4, '2664': 1, '3510': 6, '1573': 1, '3751': 5, '3752': 13, '3753': 14, '3754': 2, '3755': 12, '3635': 1, '10': 1, '3879': 2, '1218': 1, '1909': 1, '3893': 1, '1231': 1, '480': 2, '3095': 1, '3527': 1, '1': 2, '1587': 1, '1466': 1, '1101': 1, '2310': 6, '3763': 2, '3646': 2, '3409': 1, '3408': 4, '24': 2, '28': 1, '2692': 2, '1361': 1, '2571': 3, '494': 2, '3536': 1, '377': 1, '3535': 2, '1356': 1, '2686': 1, '1233': 1, '3896': 1, '3897': 1, '1912': 1, '3418': 1, '3671': 1, '39': 1, '3793': 2, '1252': 1, '2581': 4, '260': 6, '1370': 1, '1127': 1, '2457': 1, '2336': 1, '1005': 1, '2699': 1, '2335': 1, '3301': 5, '3300': 3, '2574': 1, '3784': 1, '3785': 4, '3786': 1, '707': 2, '42': 1, '43': 1, '3429': 1, '2111': 1, '2353': 2, '150': 1, '3318': 1, '3317': 1, '1017': 1, '3316': 4, '1379': 1, '1378': 1, '3555': 5, '3554': 1, '3798': 5, '3319': 1, '2485': 1, '1274': 1, '3452': 4, '2000': 1, '165': 2, '288': 1, '3326': 1, '1148': 1, '2115': 4, '3566': 1, '3686': 1, '968': 11, '62': 1, '608': 1, '3342': 1, '3580': 1, '2490': 8, '296': 1, '3219': 4, '3578': 6, '2005': 1, '1036': 1, '610': 1, '3698': 2, '858': 1, '1959': 11, '3354': 9, '2384': 1, '2261': 1, '1291': 1, '1722': 3, '3107': 2, '1047': 1, '2376': 1, '2013': 1, '1968': 1, '1845': 1, '2396': 3, '3484': 1, '2395': 2, '3483': 2, '2394': 2, '1610': 2, '3238': 1, '3916': 1, '2148': 1, '3114': 1, '3598': 1, '1299': 1, '3355': 3, '2709': 4, '1617': 1, '2706': 1, '1198': 1, '1197': 2, '3007': 1, '3005': 1, '3125': 1, '1189': 1, '648': 10, '527': 3, '529': 1, '2959': 1, '1088': 1, '3265': 1, '1086': 1, '2174': 2, '3020': 1, '2723': 4, '1513': 2, '2841': 1, '533': 1, '3256': 1, '1518': 1, '3153': 1, '3273': 1, '780': 1, '3825': 1, '2734': 7, '3706': 1, '3827': 4, '3949': 1, '3821': 4, '2859': 1, '2858': 6, '3702': 1, '2990': 1, '3285': 1, '3160': 3, '3717': 13, '2502': 15, '434': 1, '678': 1, '318': 2, '3831': 1, '2881': 1, '3298': 2, '3174': 1, '3052': 1, '1304': 1, '442': 2, '2872': 1, '3606': 1, '3189': 1, '3615': 3, '2526': 1, '335': 1, '2641': 1, '1552': 1, '2762': 3, '2528': 1, '3617': 5, '2406': 1, '1569': 1, '1204': 1, '3624': 11, '1687': 1, '587': 1, '589': 6, '3740': 1, '3863': 4, '3744': 9, '3745': 5, '3629': 1, '3746': 1, '3628': 2}"
3896,"{'3783': 1, '2692': 1, '2076': 1, '2391': 1, '592': 1, '3536': 1, '3717': 1, '3916': 1, '2268': 1, '3555': 1, '1673': 1, '3751': 1, '3753': 2, '714': 1, '3798': 1, '3897': 7, '3952': 2, '3898': 1, '3755': 1, '3910': 1, '2648': 1, '3879': 1, '2329': 1, '3793': 1, '3893': 1, '3178': 1, '2001': 1, '3298': 1, '1230': 1, '1294': 1, '260': 1, '3948': 2, '1248': 1, '3949': 1, '785': 1, '3105': 1, '3785': 1, '3863': 2, '3787': 1, '3865': 1, '3943': 1, '1923': 1, '3408': 1, '608': 1, '3703': 1}"
533,"{'1220': 1, '170': 1, '3020': 2, '2094': 1, '153': 1, '1833': 1, '231': 1, '2822': 1, '3438': 1, '552': 1, '1479': 1, '1831': 1, '333': 1, '3314': 1, '1499': 1, '1015': 1, '996': 1, '3257': 1, '1199': 1, '736': 1, '1371': 1, '384': 1, '2735': 1, '485': 2, '2414': 1, '2139': 1, '420': 1, '786': 1, '544': 1, '940': 1, '886': 1, '941': 1, '2410': 1, '1608': 1, '208': 1, '3841': 1, '728': 1, '1769': 1, '1603': 1}"
837,"{'909': 1, '1022': 1, '2352': 1, '1580': 1, '3120': 1, '3483': 1, '3481': 1, '350': 1, '3083': 1, '1019': 1, '551': 1, '1777': 2, '2700': 1, '1732': 1, '2028': 1, '2424': 1, '355': 1, '1213': 1, '356': 1, '2423': 1, '3358': 1, '875': 1, '3114': 2, '1013': 1, '3157': 1, '3751': 1, '558': 1, '1939': 1, '914': 1, '2826': 1, '16': 1, '1396': 1, '1032': 1, '3210': 1, '1197': 1, '2087': 1, '1073': 1, '1271': 1, '362': 1, '2082': 1, '440': 1, '1': 1, '1425': 1, '2359': 1, '1027': 1, '2599': 2, '1784': 1, '2355': 4, '21': 1, '2879': 1, '3060': 1, '2571': 3, '2054': 1, '1042': 1, '2174': 1, '3219': 1, '1513': 1, '1278': 1, '1035': 1, '2762': 1, '1079': 1, '1794': 1, '339': 1, '1713': 1, '34': 1, '39': 1, '1010': 1, '2384': 4, '1172': 1, '262': 1, '1525': 1, '1569': 1, '1645': 1, '2338': 1, '586': 1, '1005': 1, '1566': 1, '587': 1, '588': 1, '2059': 1, '3301': 1, '1243': 1, '3421': 1, '107': 1, '3629': 1, '1923': 2, '3308': 1, '708': 1}"
2374,"{'1088': 1, '2012': 1, '2375': 2, '3243': 1, '2297': 1, '2792': 2, '1381': 1, '3141': 1, '2073': 1, '2072': 2, '2093': 1, '276': 1, '2987': 1, '333': 1, '2468': 1, '1411': 1, '1136': 1, '3258': 1, '415': 1, '3773': 1, '70': 1, '518': 1, '3618': 1, '2802': 1, '1911': 1, '1955': 1, '3791': 1, '2463': 1, '3394': 2, '1194': 1, '3591': 1, '2260': 1, '3590': 1, '1965': 1, '2735': 1, '3525': 1, '2513': 1, '2259': 1, '3524': 1, '246': 1, '2478': 1, '2378': 2, '1244': 1, '3146': 1, '2794': 3, '2717': 2, '3846': 2, '2417': 1}"
2502,"{'3082': 1, '3081': 6, '1220': 1, '2672': 1, '2671': 1, '2670': 2, '1580': 4, '3087': 1, '350': 1, '593': 1, '474': 1, '353': 1, '2302': 2, '356': 2, '2301': 1, '357': 8, '237': 1, '1210': 1, '118': 1, '3753': 5, '912': 1, '1339': 1, '11': 1, '1909': 2, '2683': 1, '2560': 1, '480': 1, '125': 2, '367': 1, '1466': 1, '368': 1, '6': 1, '920': 2, '3528': 2, '24': 7, '2694': 1, '2572': 1, '2693': 1, '2692': 10, '493': 1, '2568': 1, '2567': 1, '1357': 1, '2686': 5, '2202': 1, '1476': 2, '932': 1, '32': 1, '3671': 1, '39': 3, '1372': 1, '2581': 10, '260': 2, '1370': 1, '141': 1, '1249': 1, '1127': 2, '3424': 1, '3301': 1, '1243': 1, '1485': 1, '2574': 2, '3300': 2, '3421': 2, '3785': 2, '1805': 1, '45': 2, '2111': 1, '1020': 2, '2900': 3, '1257': 2, '1136': 2, '832': 1, '955': 1, '2906': 1, '838': 1, '52': 1, '2901': 8, '1275': 1, '2485': 1, '280': 1, '3450': 1, '161': 1, '163': 1, '3448': 1, '3327': 1, '1148': 1, '1268': 1, '3325': 1, '2598': 8, '3566': 1, '968': 5, '2915': 1, '1945': 1, '69': 1, '2496': 2, '2011': 1, '3100': 2, '171': 1, '2371': 1, '1282': 1, '2490': 10, '3219': 4, '176': 1, '2801': 1, '299': 3, '2248': 1, '2369': 1, '2006': 1, '3578': 3, '2125': 2, '610': 1, '2124': 1, '72': 1, '1959': 14, '1958': 1, '2926': 1, '1835': 1, '3354': 1, '2144': 1, '180': 2, '2261': 3, '3107': 1, '1961': 1, '500': 2, '1047': 1, '2497': 1, '2013': 3, '1968': 2, '1966': 1, '2396': 6, '2395': 13, '2394': 11, '2150': 1, '2391': 1, '1060': 2, '2390': 1, '2700': 3, '1732': 2, '2028': 1, '3358': 1, '1298': 1, '2145': 1, '2709': 5, '2706': 2, '1614': 1, '3255': 1, '3253': 2, '3250': 1, '3007': 1, '1500': 1, '3005': 1, '3809': 2, '527': 1, '1747': 1, '2836': 1, '1080': 1, '3264': 1, '2054': 1, '2174': 1, '3263': 1, '3261': 1, '2171': 1, '2723': 13, '1513': 6, '892': 1, '1875': 1, '1753': 1, '3259': 1, '2289': 2, '3256': 1, '1078': 2, '417': 1, '539': 1, '3930': 1, '1517': 1, '2734': 8, '2976': 1, '3948': 1, '1885': 1, '785': 1, '543': 3, '1884': 2, '1883': 3, '1641': 3, '3148': 1, '1089': 1, '3267': 1, '428': 1, '1408': 1, '1527': 1, '2858': 1, '3160': 1, '2071': 1, '2746': 1, '2504': 1, '1777': 4, '551': 1, '1897': 1, '432': 1, '3039': 1, '2621': 1, '2861': 1, '3712': 1, '2628': 2, '2080': 1, '3178': 1, '3298': 1, '3176': 2, '3175': 2, '3173': 1, '3052': 4, '440': 3, '1425': 1, '441': 3, '2877': 1, '2997': 1, '1784': 4, '1541': 1, '3608': 1, '2759': 2, '1307': 1, '2770': 1, '1680': 1, '2093': 1, '3614': 1, '2763': 1, '2762': 5, '1794': 1, '216': 1, '339': 3, '2406': 2, '2540': 1, '3074': 1, '1569': 3, '2779': 1, '342': 1, '2657': 1, '3504': 1, '585': 1, '3502': 1, '344': 2, '3623': 1, '586': 1, '587': 2, '224': 1, '345': 1, '104': 7, '588': 1, '225': 1, '347': 1, '1441': 1, '2772': 1, '107': 1, '901': 1, '3508': 1, '2539': 1, '1449': 1, '1207': 1}"
2782,"{'2793': 1, '2097': 2, '2746': 1, '253': 2, '1414': 1, '3837': 1, '1215': 2, '2645': 1, '2787': 1, '2863': 1, '1334': 1, '532': 2, '356': 1, '1994': 1, '2785': 1, '1333': 1, '2003': 2, '2784': 4, '3015': 1, '1013': 1, '2288': 1, '899': 1, '3930': 1, '1339': 1, '1999': 1, '2747': 1, '2406': 1, '1190': 1, '12': 1, '1252': 1, '3550': 1, '2285': 1, '260': 1, '2459': 2, '3546': 1, '1346': 1, '2015': 1, '2554': 1, '1982': 1, '2135': 1, '2454': 1, '589': 1, '724': 1, '1409': 1, '1947': 1}"
